betai,K,K_M
5.05835125736244,94838572.4642054,180167535.337346
5.07377305997635,94860917.9903219,180131527.708363
5.08919486259026,94883128.8600602,180095213.139296
5.10461666520417,94905205.1498813,180058591.405157
5.12003846781808,94927146.9357968,180021662.278044
5.13546027043199,94948954.2933621,179984425.527104
5.1508820730459,94970627.2976792,179946880.918502
5.16630387565981,94992166.0233998,179909028.215389
5.18172567827372,95013570.5447207,179870867.177867
5.19714748088763,95034840.9353888,179832397.562955
5.21256928350154,95055977.2686977,179793619.124555
5.22799108611545,95076979.6174911,179754531.613415
5.24341288872936,95097848.0541614,179715134.777093
5.25883469134327,95118582.6506482,179675428.359922
5.27425649395718,95139183.4784443,179635412.102975
5.28967829657109,95159650.6085909,179595085.74402
5.305100099185,95179984.1116774,179554449.017485
5.32052190179891,95200184.0578473,179513501.654425
5.33594370441282,95220250.5167929,179472243.382472
5.35136550702673,95240183.5577561,179430673.925802
5.36678730964064,95259983.2495328,179388793.005088
5.38220911225455,95279649.6604701,179346600.337465
5.39763091486846,95299182.8584632,179304095.636478
5.41305271748237,95318582.9109638,179261278.612052
5.42847452009628,95337849.8849733,179218148.970436
5.44389632271019,95356983.8470458,179174706.41416
5.4593181253241,95375984.8632878,179130950.641997
5.47473992793801,95394852.9993584,179086881.348908
5.49016173055192,95413588.3204699,179042498.226
5.50558353316583,95432190.8913877,178997800.960476
5.52100533577974,95450660.7764291,178952789.235586
5.53642713839365,95468998.0394663,178907462.730579
5.55184894100756,95487202.7439258,178861821.120653
5.56727074362147,95505274.952783,178815864.076898
5.58269254623537,95523214.7285736,178769591.266253
5.59811434884929,95541022.1333805,178723002.351442
5.61353615146319,95558697.2288455,178676096.990932
5.62895795407711,95576240.0761626,178628874.838868
5.64437975669101,95593650.7360795,178581335.545021
5.65980155930492,95610929.2688988,178533478.754731
5.67522336191883,95628075.7344766,178485304.108849
5.69064516453274,95645090.1922253,178436811.243678
5.70606696714665,95661972.7011088,178387999.790911
5.72148876976056,95678723.3196481,178338869.377575
5.73691057237447,95695342.1059169,178289419.625963
5.75233237498838,95711829.1175455,178239650.153572
